"id","created_at","updated_at","acquirer_id","name","state"
"4343","2022-11-15 22:28:47.367382 UTC","2022-11-15 22:28:47.367382 UTC","5","Price-Fahey Co No 2020","active"
"4346","2022-11-15 22:28:47.855284 UTC","2022-11-15 22:28:47.855284 UTC","4","Murphy LLC Co No 2023","active"
"4366","2022-11-15 22:28:51.380385 UTC","2022-11-15 22:28:51.380385 UTC","3","Waelchi, Wiegand and Brakus Co No 2043","active"
"4375","2022-11-15 22:28:52.961833 UTC","2022-11-15 22:28:52.961833 UTC","6","Goyette, Oberbrunner and Mosciski Co No 2052","active"
"4396","2022-11-15 22:28:56.588856 UTC","2022-11-15 22:28:56.588856 UTC","4","Kiehn-Casper Co No 2073","active"
"4465","2022-11-15 22:29:10.733384 UTC","2022-11-15 22:29:10.733384 UTC","7","Crona, Abshire and Abshire Co No 2142","active"
"4457","2022-11-15 22:29:09.388835 UTC","2022-11-15 22:29:09.388835 UTC","4","Sanford-Hahn Co No 2134","active"
"4519","2022-11-15 22:29:19.943609 UTC","2022-11-15 22:29:19.943609 UTC","7","Stracke-Renner Co No 2196","active"
"4562","2022-11-15 22:29:27.409041 UTC","2022-11-15 22:29:27.409041 UTC","7","White Group Co No 2239","active"
"4569","2022-11-15 22:29:28.569129 UTC","2022-11-15 22:29:28.569129 UTC","4","Lang Group Co No 2246","active"
"4574","2022-11-15 22:29:29.409319 UTC","2022-11-15 22:29:29.409319 UTC","2","Johnson LLC Co No 2251","active"
"4599","2022-11-15 22:29:34.278284 UTC","2022-11-15 22:29:34.278284 UTC","3","Ondricka-Okuneva Co No 2276","active"
"4609","2022-11-15 22:29:36.215221 UTC","2022-11-15 22:29:36.215221 UTC","6","Brakus Group Co No 2286","active"
"4625","2022-11-15 22:29:38.933726 UTC","2022-11-15 22:29:38.933726 UTC","5","Hickle, Bashirian and Lehner Co No 2302","active"
"4628","2022-11-15 22:29:39.456491 UTC","2022-11-15 22:29:39.456491 UTC","4","Hahn, McLaughlin and Walsh Co No 2305","active"
"4632","2022-11-15 22:29:40.105945 UTC","2022-11-15 22:29:40.105945 UTC","6","Stark-Jaskolski Co No 2309","active"
"4636","2022-11-15 22:29:40.771242 UTC","2022-11-15 22:29:40.771242 UTC","4","Rice Group Co No 2313","active"
"4645","2022-11-15 22:29:42.429088 UTC","2022-11-15 22:29:42.429088 UTC","2","Barton, Dicki and Swift Co No 2322","active"
"4655","2022-11-15 22:29:43.998203 UTC","2022-11-15 22:29:43.998203 UTC","6","Romaguera, Runolfsdottir and Lockman Co No 2332","active"
"4666","2022-11-15 22:29:46.314906 UTC","2022-11-15 22:29:46.314906 UTC","1","Auer Inc Co No 2343","active"
"4718","2022-11-15 22:29:54.994700 UTC","2022-11-15 22:29:54.994700 UTC","6","Gusikowski-Volkman Co No 2395","active"
"4722","2022-11-15 22:29:55.646600 UTC","2022-11-15 22:29:55.646600 UTC","4","Lemke, Bernhard and Batz Co No 2399","active"
"4724","2022-11-15 22:29:55.958130 UTC","2022-11-15 22:29:55.958130 UTC","1","Grant-Lockman Co No 2401","active"
"4733","2022-11-15 22:29:57.399711 UTC","2022-11-15 22:29:57.399711 UTC","7","Hoeger LLC Co No 2410","active"
"4737","2022-11-15 22:29:58.027808 UTC","2022-11-15 22:29:58.027808 UTC","3","Schamberger LLC Co No 2414","active"
"4742","2022-11-15 22:29:58.801910 UTC","2022-11-15 22:29:58.801910 UTC","4","Grady, Marvin and Kovacek Co No 2419","active"
"4748","2022-11-15 22:29:59.764252 UTC","2022-11-15 22:29:59.764252 UTC","6","Sipes, Collier and Carroll Co No 2425","active"
"4752","2022-11-15 22:30:00.681438 UTC","2022-11-15 22:30:00.681438 UTC","5","Greenholt-Lindgren Co No 2429","active"
"4760","2022-11-15 22:30:03.940420 UTC","2022-11-15 22:30:03.940420 UTC","1","Zemlak-Buckridge Co No 2437","active"
"4762","2022-11-15 22:30:04.683894 UTC","2022-11-15 22:30:04.683894 UTC","3","Feeney-Erdman Co No 2439","active"
"4769","2022-11-15 22:30:06.451090 UTC","2022-11-15 22:30:06.451090 UTC","5","Dietrich Inc Co No 2446","active"
"4775","2022-11-15 22:30:07.543146 UTC","2022-11-15 22:30:07.543146 UTC","4","Paucek, Graham and Goyette Co No 2452","active"
"4796","2022-11-15 22:30:11.318783 UTC","2022-11-15 22:30:11.318783 UTC","4","Schamberger-Johnson Co No 2473","active"
"213","2021-04-30 07:31:33.482557 UTC","2021-12-29 10:00:24.660891 UTC","2","Riho9 LHV Staging","active"
"4837","2023-12-06 14:16:53.195544 UTC","2024-01-02 14:00:45.518540 UTC","2","Monitoring Card LHV","active"
"2201","2022-11-15 22:13:11.596116 UTC","2022-11-15 22:13:11.596116 UTC","1","Auer and Sons Co No 1915","active"
"753","2022-11-15 22:08:54.441140 UTC","2022-11-15 22:08:54.441140 UTC","2","Trantow Inc Co No 467","active"
"1370","2022-11-15 22:10:43.827318 UTC","2022-11-15 22:10:43.827318 UTC","1","Macejkovic-Nikolaus Co No 1084","active"
"2018","2022-11-15 22:12:38.410763 UTC","2022-11-15 22:12:38.410763 UTC","7","Stark-Brown Co No 1732","active"
"272","2022-05-23 06:45:18.726581 UTC","2022-07-27 11:30:00.389691 UTC","3","MBBL EE MERCHANT","active"
"4842","2023-12-07 16:13:12.689422 UTC","2023-12-07 16:13:12.757003 UTC","1","5001SEB","active"
"3456","2022-11-15 22:26:10.629008 UTC","2022-11-15 22:26:10.629008 UTC","5","Luettgen Group Co No 1133","active"
"4039","2022-11-15 22:27:52.357377 UTC","2022-11-15 22:27:52.357377 UTC","5","Tremblay-Pfeffer Co No 1716","active"
"4042","2022-11-15 22:27:52.859980 UTC","2022-11-15 22:27:52.859980 UTC","6","Hartmann-Rice Co No 1719","active"
"5029","2025-05-08 11:23:52.781638 UTC","2025-05-08 11:24:50.914172 UTC","2","Jaap OÜ","active"
"874","2022-11-15 22:09:17.410053 UTC","2022-11-15 22:09:17.410053 UTC","7","Kohler LLC Co No 588","active"
"461","2022-11-15 22:08:05.649267 UTC","2022-11-15 22:08:05.649267 UTC","2","Jones LLC Co No 175","active"
"476","2022-11-15 22:08:08.253458 UTC","2022-11-15 22:08:08.253458 UTC","7","Bosco, Leannon and Mohr Co No 190","active"
"510","2022-11-15 22:08:13.863963 UTC","2022-11-15 22:08:13.863963 UTC","1","Graham, Schaden and Hartmann Co No 224","active"
"887","2022-11-15 22:09:19.632777 UTC","2022-11-15 22:09:19.632777 UTC","2","Shanahan, Bernhard and D'Amore Co No 601","active"
"888","2022-11-15 22:09:19.795660 UTC","2022-11-15 22:09:19.795660 UTC","2","Bergstrom and Sons Co No 602","active"
"250","2022-01-21 08:49:00.296639 UTC","2022-01-21 08:49:00.318127 UTC","2","NewTestLHVMerchant AS","active"
"892","2022-11-15 22:09:20.482310 UTC","2022-11-15 22:09:20.482310 UTC","7","Gutmann LLC Co No 606","active"
"553","2022-11-15 22:08:20.973230 UTC","2022-11-15 22:08:20.973230 UTC","7","Greenfelder-Wilderman Co No 267","active"
"151","2020-03-19 13:07:33.393816 UTC","2021-12-29 10:00:26.726344 UTC","7","Swed LT ACQ MID TEST","active"
"574","2022-11-15 22:08:24.365748 UTC","2022-11-15 22:08:24.365748 UTC","2","Dach, Hintz and Adams Co No 288","active"
"579","2022-11-15 22:08:25.199669 UTC","2022-11-15 22:08:25.199669 UTC","2","Cassin LLC Co No 293","active"
"40","2016-03-21 12:43:57.247444 UTC","2021-12-31 09:57:26.968891 UTC","2","Test Fraud Threshold 20160321 2","suspended"
"594","2022-11-15 22:08:27.699494 UTC","2022-11-15 22:08:27.699494 UTC","3","Torp, Maggio and Lindgren Co No 308","active"
"597","2022-11-15 22:08:28.175891 UTC","2022-11-15 22:08:28.175891 UTC","1","Mitchell Group Co No 311","active"
"600","2022-11-15 22:08:28.642643 UTC","2022-11-15 22:08:28.642643 UTC","1","Carroll-Quigley Co No 314","active"
"21","2015-08-24 08:23:15.335476 UTC","2021-12-29 10:00:21.840452 UTC","2","EveryPay Mobile Payments","active"
"897","2022-11-15 22:09:21.361856 UTC","2022-11-15 22:09:21.361856 UTC","7","Tillman, Brown and Schinner Co No 611","active"
"618","2022-11-15 22:08:31.828909 UTC","2022-11-15 22:08:31.828909 UTC","5","Carter and Sons Co No 332","active"
"676","2022-11-15 22:08:41.478417 UTC","2022-11-15 22:08:41.478417 UTC","3","Buckridge Inc Co No 390","active"
"1006","2022-11-15 22:09:39.910335 UTC","2022-11-15 22:09:39.910335 UTC","4","Kilback LLC Co No 720","active"
"695","2022-11-15 22:08:44.606808 UTC","2022-11-15 22:08:44.606808 UTC","8","Cruickshank-Konopelski Co No 409","active"
"719","2022-11-15 22:08:48.950351 UTC","2022-11-15 22:08:48.950351 UTC","7","Langworth-Kozey Co No 433","active"
"720","2022-11-15 22:08:49.106031 UTC","2022-11-15 22:08:49.106031 UTC","1","Gottlieb-Lowe Co No 434","active"
"721","2022-11-15 22:08:49.260920 UTC","2022-11-15 22:08:49.260920 UTC","8","Romaguera, Crist and Botsford Co No 435","active"
"217","2021-05-12 08:35:51.629587 UTC","2021-12-29 10:00:28.219688 UTC","2","Ice","active"
"731","2022-11-15 22:08:50.865143 UTC","2022-11-15 22:08:50.865143 UTC","2","Becker-Nienow Co No 445","active"
"733","2022-11-15 22:08:51.229939 UTC","2022-11-15 22:08:51.229939 UTC","4","Schmitt LLC Co No 447","active"
"742","2022-11-15 22:08:52.658420 UTC","2022-11-15 22:08:52.658420 UTC","1","Orn-Harvey Co No 456","active"
"758","2022-11-15 22:08:55.271395 UTC","2022-11-15 22:08:55.271395 UTC","2","Lesch, Ryan and Bahringer Co No 472","active"
"22","2015-10-27 15:04:02.410573 UTC","2021-12-31 09:57:28.184552 UTC","2","test","suspended"
"1010","2022-11-15 22:09:40.605717 UTC","2022-11-15 22:09:40.605717 UTC","8","Hickle, Reinger and Rolfson Co No 724","active"
"787","2022-11-15 22:09:00.226776 UTC","2022-11-15 22:09:00.226776 UTC","4","Conn Group Co No 501","active"
"1022","2022-11-15 22:09:42.680501 UTC","2022-11-15 22:09:42.680501 UTC","4","Hegmann, Ernser and Daugherty Co No 736","active"
"1029","2022-11-15 22:09:43.782873 UTC","2022-11-15 22:09:43.782873 UTC","6","Smith-Lakin Co No 743","active"
"1033","2022-11-15 22:09:44.437892 UTC","2022-11-15 22:09:44.437892 UTC","8","Deckow LLC Co No 747","active"
"1038","2022-11-15 22:09:45.562230 UTC","2022-11-15 22:09:45.562230 UTC","9","Baumbach, Hackett and Braun Co No 752","active"
"1047","2022-11-15 22:09:47.112969 UTC","2022-11-15 22:09:47.112969 UTC","1","Oberbrunner, Schuster and Ernser Co No 761","active"
"1050","2022-11-15 22:09:47.577551 UTC","2022-11-15 22:09:47.577551 UTC","7","Dare, Block and Barrows Co No 764","active"
"1051","2022-11-15 22:09:47.730342 UTC","2022-11-15 22:09:47.730342 UTC","2","Hettinger-Mayer Co No 765","active"
"1058","2022-11-15 22:09:48.884179 UTC","2022-11-15 22:09:48.884179 UTC","9","King, Sauer and Windler Co No 772","active"
"1067","2022-11-15 22:09:50.361720 UTC","2022-11-15 22:09:50.361720 UTC","2","Terry, Murphy and Spinka Co No 781","active"
"1087","2022-11-15 22:09:53.693492 UTC","2022-11-15 22:09:53.693492 UTC","7","McKenzie Inc Co No 801","active"
"1093","2022-11-15 22:09:54.694801 UTC","2022-11-15 22:09:54.694801 UTC","8","Rohan, Lynch and Bogisich Co No 807","active"
"1098","2022-11-15 22:09:55.547358 UTC","2022-11-15 22:09:55.547358 UTC","4","Kunde, Jacobs and Wiza Co No 812","active"
"1107","2022-11-15 22:09:57.000862 UTC","2022-11-15 22:09:57.000862 UTC","8","Frami, Quitzon and Kuphal Co No 821","active"
"1113","2022-11-15 22:09:57.991767 UTC","2022-11-15 22:09:57.991767 UTC","5","Kuhlman-Heller Co No 827","active"
"1129","2022-11-15 22:10:00.767191 UTC","2022-11-15 22:10:00.767191 UTC","7","Hermann, Fisher and Feeney Co No 843","active"
"1133","2022-11-15 22:10:01.685890 UTC","2022-11-15 22:10:01.685890 UTC","9","Willms, Kreiger and Weissnat Co No 847","active"
"4335","2022-11-15 22:28:45.581243 UTC","2022-11-15 22:28:45.581243 UTC","6","Lehner, Ondricka and Mueller Co No 2012","active"
"1154","2022-11-15 22:10:07.495184 UTC","2022-11-15 22:10:07.495184 UTC","7","Cummerata-Kreiger Co No 868","active"
"1169","2022-11-15 22:10:10.198751 UTC","2022-11-15 22:10:10.198751 UTC","1","Daniel LLC Co No 883","active"
"1202","2022-11-15 22:10:15.829796 UTC","2022-11-15 22:10:15.829796 UTC","3","Ratke, Goodwin and Stanton Co No 916","active"
"1216","2022-11-15 22:10:18.075484 UTC","2022-11-15 22:10:18.075484 UTC","2","Rosenbaum, Kassulke and Koch Co No 930","active"
"1222","2022-11-15 22:10:19.075364 UTC","2022-11-15 22:10:19.075364 UTC","2","Blanda and Sons Co No 936","active"
"1243","2022-11-15 22:10:22.499534 UTC","2022-11-15 22:10:22.499534 UTC","8","Wolff, Bernhard and Howell Co No 957","active"
"1263","2022-11-15 22:10:25.729305 UTC","2022-11-15 22:10:25.729305 UTC","8","Crist-Lesch Co No 977","active"
"1274","2022-11-15 22:10:27.502818 UTC","2022-11-15 22:10:27.502818 UTC","4","Hamill, Orn and Prosacco Co No 988","active"
"1281","2022-11-15 22:10:28.592388 UTC","2022-11-15 22:10:28.592388 UTC","7","Ward LLC Co No 995","active"
"1323","2022-11-15 22:10:35.943055 UTC","2022-11-15 22:10:35.943055 UTC","4","Smith-Stokes Co No 1037","active"
"1297","2022-11-15 22:10:31.527712 UTC","2022-11-15 22:10:31.527712 UTC","9","Gleichner-Koepp Co No 1011","active"
"1302","2022-11-15 22:10:32.372842 UTC","2022-11-15 22:10:32.372842 UTC","5","Blanda LLC Co No 1016","active"
"1307","2022-11-15 22:10:33.226525 UTC","2022-11-15 22:10:33.226525 UTC","8","Stiedemann, Hermann and Prohaska Co No 1021","active"
"1327","2022-11-15 22:10:36.663354 UTC","2022-11-15 22:10:36.663354 UTC","3","Muller and Sons Co No 1041","active"
"1332","2022-11-15 22:10:37.490791 UTC","2022-11-15 22:10:37.490791 UTC","1","Mitchell-Kozey Co No 1046","active"
"1334","2022-11-15 22:10:37.825821 UTC","2022-11-15 22:10:37.825821 UTC","7","Dare, Gerlach and Crona Co No 1048","active"
"1340","2022-11-15 22:10:38.821111 UTC","2022-11-15 22:10:38.821111 UTC","2","Denesik-Koelpin Co No 1054","active"
"1342","2022-11-15 22:10:39.191950 UTC","2022-11-15 22:10:39.191950 UTC","7","Effertz Inc Co No 1056","active"
"1348","2022-11-15 22:10:40.186438 UTC","2022-11-15 22:10:40.186438 UTC","2","Considine Group Co No 1062","active"
"1358","2022-11-15 22:10:41.858599 UTC","2022-11-15 22:10:41.858599 UTC","7","Gibson, O'Conner and Cartwright Co No 1072","active"
"1389","2022-11-15 22:10:47.445557 UTC","2022-11-15 22:10:47.445557 UTC","7","Hamill, Nader and Boyer Co No 1103","active"
"1411","2022-11-15 22:10:51.055215 UTC","2022-11-15 22:10:51.055215 UTC","8","Murray, Fisher and Veum Co No 1125","active"
"1423","2022-11-15 22:10:52.994519 UTC","2022-11-15 22:10:52.994519 UTC","3","Kunze-Mraz Co No 1137","active"
"1437","2022-11-15 22:10:55.388537 UTC","2022-11-15 22:10:55.388537 UTC","8","Gleason-Bartoletti Co No 1151","active"
"1438","2022-11-15 22:10:55.544401 UTC","2022-11-15 22:10:55.544401 UTC","1","Stracke and Sons Co No 1152","active"
"1443","2022-11-15 22:10:56.334486 UTC","2022-11-15 22:10:56.334486 UTC","1","Klein, Schultz and Leannon Co No 1157","active"
"1473","2022-11-15 22:11:01.390580 UTC","2022-11-15 22:11:01.390580 UTC","3","Bartell-Jaskolski Co No 1187","active"
"1479","2022-11-15 22:11:03.804693 UTC","2022-11-15 22:11:03.804693 UTC","9","Kuhic-Erdman Co No 1193","active"
"1483","2022-11-15 22:11:04.664001 UTC","2022-11-15 22:11:04.664001 UTC","6","Bechtelar and Sons Co No 1197","active"
"1499","2022-11-15 22:11:07.638819 UTC","2022-11-15 22:11:07.638819 UTC","8","Raynor LLC Co No 1213","active"
"1530","2022-11-15 22:11:13.024444 UTC","2022-11-15 22:11:13.024444 UTC","1","Larson LLC Co No 1244","active"
"1551","2022-11-15 22:11:16.589544 UTC","2022-11-15 22:11:16.589544 UTC","9","Marvin Inc Co No 1265","active"
"1557","2022-11-15 22:11:17.519900 UTC","2022-11-15 22:11:17.519900 UTC","3","Schroeder Inc Co No 1271","active"
"1562","2022-11-15 22:11:18.431355 UTC","2022-11-15 22:11:18.431355 UTC","3","Langosh, Balistreri and Jones Co No 1276","active"
"1593","2022-11-15 22:11:23.385818 UTC","2022-11-15 22:11:23.385818 UTC","7","Haag Group Co No 1307","active"
"1599","2022-11-15 22:11:24.416085 UTC","2022-11-15 22:11:24.416085 UTC","3","Runte, Murazik and O'Keefe Co No 1313","active"
"1600","2022-11-15 22:11:24.574695 UTC","2022-11-15 22:11:24.574695 UTC","1","Swift, Mayert and Altenwerth Co No 1314","active"
"1626","2022-11-15 22:11:28.824879 UTC","2022-11-15 22:11:28.824879 UTC","3","Wiegand-Koepp Co No 1340","active"
"1638","2022-11-15 22:11:31.124244 UTC","2022-11-15 22:11:31.124244 UTC","1","Williamson, Halvorson and Auer Co No 1352","active"
"1641","2022-11-15 22:11:31.696338 UTC","2022-11-15 22:11:31.696338 UTC","8","Ebert-Kunze Co No 1355","active"
"1652","2022-11-15 22:11:33.498946 UTC","2022-11-15 22:11:33.498946 UTC","1","Schuppe LLC Co No 1366","active"
"1657","2022-11-15 22:11:34.297243 UTC","2022-11-15 22:11:34.297243 UTC","8","Mitchell, Stamm and Morar Co No 1371","active"
"1660","2022-11-15 22:11:34.776056 UTC","2022-11-15 22:11:34.776056 UTC","5","Zboncak, Nitzsche and Wintheiser Co No 1374","active"
"1688","2022-11-15 22:11:39.377449 UTC","2022-11-15 22:11:39.377449 UTC","9","Simonis LLC Co No 1402","active"
"1705","2022-11-15 22:11:42.286917 UTC","2022-11-15 22:11:42.286917 UTC","2","Dibbert, Oberbrunner and Kshlerin Co No 1419","active"
"1714","2022-11-15 22:11:43.778618 UTC","2022-11-15 22:11:43.778618 UTC","5","Becker-Bechtelar Co No 1428","active"
"1719","2022-11-15 22:11:44.675722 UTC","2022-11-15 22:11:44.675722 UTC","8","Thiel, Rutherford and White Co No 1433","active"
"1736","2022-11-15 22:11:47.850718 UTC","2022-11-15 22:11:47.850718 UTC","5","Haag and Sons Co No 1450","active"
"4253","2022-11-15 22:28:31.593364 UTC","2022-11-15 22:28:31.593364 UTC","3","Kemmer-Leuschke Co No 1930","active"
"1781","2022-11-15 22:11:55.450738 UTC","2022-11-15 22:11:55.450738 UTC","6","O'Kon, Wehner and Hilll Co No 1495","active"
"1791","2022-11-15 22:11:57.053748 UTC","2022-11-15 22:11:57.053748 UTC","6","Wunsch Group Co No 1505","active"
"1795","2022-11-15 22:11:57.730267 UTC","2022-11-15 22:11:57.730267 UTC","9","Rau, Dare and Nicolas Co No 1509","active"
"1815","2022-11-15 22:12:01.231535 UTC","2022-11-15 22:12:01.231535 UTC","8","Leannon, Bins and Friesen Co No 1529","active"
"1827","2022-11-15 22:12:05.594477 UTC","2022-11-15 22:12:05.594477 UTC","7","Mitchell Group Co No 1541","active"
"1832","2022-11-15 22:12:06.445899 UTC","2022-11-15 22:12:06.445899 UTC","2","Hirthe Group Co No 1546","active"
"1774","2022-11-15 22:11:54.266982 UTC","2022-11-15 22:11:54.266982 UTC","9","Heller LLC Co No 1488","active"
"1851","2022-11-15 22:12:09.746311 UTC","2022-11-15 22:12:09.746311 UTC","2","Nader-Murazik Co No 1565","active"
"1853","2022-11-15 22:12:10.088299 UTC","2022-11-15 22:12:10.088299 UTC","8","Casper, Kuhic and Feeney Co No 1567","active"
"1900","2022-11-15 22:12:18.366287 UTC","2022-11-15 22:12:18.366287 UTC","9","Bernhard-Daugherty Co No 1614","active"
"1917","2022-11-15 22:12:21.265080 UTC","2022-11-15 22:12:21.265080 UTC","6","Rippin Group Co No 1631","active"
"1939","2022-11-15 22:12:24.918857 UTC","2022-11-15 22:12:24.918857 UTC","4","Waelchi, Wiegand and Brakus Co No 1653","active"
"1977","2022-11-15 22:12:31.473950 UTC","2022-11-15 22:12:31.473950 UTC","4","Schulist-Luettgen Co No 1691","active"
"1993","2022-11-15 22:12:34.170345 UTC","2022-11-15 22:12:34.170345 UTC","6","Weissnat Inc Co No 1707","active"
"2034","2022-11-15 22:12:41.109584 UTC","2022-11-15 22:12:41.109584 UTC","9","Schmidt, Balistreri and Emmerich Co No 1748","active"
"2048","2022-11-15 22:12:43.387000 UTC","2022-11-15 22:12:43.387000 UTC","1","Rempel and Sons Co No 1762","active"
"2084","2022-11-15 22:12:49.515764 UTC","2022-11-15 22:12:49.515764 UTC","3","Hermiston Inc Co No 1798","active"
"2088","2022-11-15 22:12:50.173867 UTC","2022-11-15 22:12:50.173867 UTC","3","Price, Schinner and Buckridge Co No 1802","active"
"2092","2022-11-15 22:12:50.802685 UTC","2022-11-15 22:12:50.802685 UTC","8","Kovacek, Hagenes and Bradtke Co No 1806","active"
"2156","2022-11-15 22:13:02.627645 UTC","2022-11-15 22:13:02.627645 UTC","9","Pollich Inc Co No 1870","active"
"2134","2022-11-15 22:12:57.695034 UTC","2022-11-15 22:12:57.695034 UTC","9","Toy Inc Co No 1848","active"
"2168","2022-11-15 22:13:05.919046 UTC","2022-11-15 22:13:05.919046 UTC","2","Haag, Abshire and Schmidt Co No 1882","active"
"2206","2022-11-15 22:13:12.598966 UTC","2022-11-15 22:13:12.598966 UTC","8","Dare-Gerlach Co No 1920","active"
"2213","2022-11-15 22:13:13.775019 UTC","2022-11-15 22:13:13.775019 UTC","8","Schaefer-Reichert Co No 1927","active"
"2233","2022-11-15 22:13:18.231933 UTC","2022-11-15 22:13:18.231933 UTC","5","Hamill, Barton and Hoppe Co No 1947","active"
"2265","2022-11-15 22:13:23.599470 UTC","2022-11-15 22:13:23.599470 UTC","7","O'Keefe Group Co No 1979","active"
"2271","2022-11-15 22:13:24.624138 UTC","2022-11-15 22:13:24.624138 UTC","3","Swift-Stokes Co No 1985","active"
"2273","2022-11-15 22:13:24.974961 UTC","2022-11-15 22:13:24.974961 UTC","9","Hickle LLC Co No 1987","active"
"2318","2022-11-15 22:13:32.560205 UTC","2022-11-15 22:13:32.560205 UTC","7","Mertz, Bosco and Klein Co No 2032","active"
"2329","2022-11-15 22:22:49.378459 UTC","2022-11-15 22:22:49.378459 UTC","3","Braun, Donnelly and Bode Co No 6","active"
"2343","2022-11-15 22:22:51.846530 UTC","2022-11-15 22:22:51.846530 UTC","5","Kohler and Sons Co No 20","active"
"2346","2022-11-15 22:22:52.337890 UTC","2022-11-15 22:22:52.337890 UTC","7","Hauck-Littel Co No 23","active"
"2347","2022-11-15 22:22:52.505558 UTC","2022-11-15 22:22:52.505558 UTC","2","Flatley and Sons Co No 24","active"
"2404","2022-11-15 22:23:03.600818 UTC","2022-11-15 22:23:03.600818 UTC","4","Howell-Greenfelder Co No 81","active"
"2421","2022-11-15 22:23:06.727829 UTC","2022-11-15 22:23:06.727829 UTC","4","Keebler Inc Co No 98","active"
"2425","2022-11-15 22:23:07.375281 UTC","2022-11-15 22:23:07.375281 UTC","5","Farrell, Pagac and Balistreri Co No 102","active"
"2428","2022-11-15 22:23:07.849549 UTC","2022-11-15 22:23:07.849549 UTC","1","Krajcik, Kuphal and Bradtke Co No 105","active"
"2438","2022-11-15 22:23:09.526205 UTC","2022-11-15 22:23:09.526205 UTC","4","Bahringer-Marquardt Co No 115","active"
"2442","2022-11-15 22:23:10.171250 UTC","2022-11-15 22:23:10.171250 UTC","2","Runte-Torphy Co No 119","active"
"2476","2022-11-15 22:23:15.837542 UTC","2022-11-15 22:23:15.837542 UTC","3","Wiza, Wilderman and Kovacek Co No 153","active"
"2483","2022-11-15 22:23:16.939696 UTC","2022-11-15 22:23:16.939696 UTC","5","Hyatt, McLaughlin and Hudson Co No 160","active"
"2491","2022-11-15 22:23:18.204647 UTC","2022-11-15 22:23:18.204647 UTC","1","Stroman Inc Co No 168","active"
"2511","2022-11-15 22:23:21.531391 UTC","2022-11-15 22:23:21.531391 UTC","2","Wyman-Stanton Co No 188","active"
"2519","2022-11-15 22:23:22.864279 UTC","2022-11-15 22:23:22.864279 UTC","5","Tromp and Sons Co No 196","active"
"2529","2022-11-15 22:23:24.495642 UTC","2022-11-15 22:23:24.495642 UTC","3","Mann-Kreiger Co No 206","active"
"2543","2022-11-15 22:23:26.746960 UTC","2022-11-15 22:23:26.746960 UTC","4","Hauck, Gislason and Reinger Co No 220","active"
"2576","2022-11-15 22:23:32.363218 UTC","2022-11-15 22:23:32.363218 UTC","1","O'Keefe-Mayert Co No 253","active"
"2580","2022-11-15 22:23:32.995052 UTC","2022-11-15 22:23:32.995052 UTC","2","Upton, Okuneva and Powlowski Co No 257","active"
"2581","2022-11-15 22:23:33.201060 UTC","2022-11-15 22:23:33.201060 UTC","6","Monahan, Hirthe and Stracke Co No 258","active"
"2599","2022-11-15 22:23:36.143943 UTC","2022-11-15 22:23:36.143943 UTC","3","Yundt, Boehm and Howell Co No 276","active"
"2650","2022-11-15 22:23:44.253105 UTC","2022-11-15 22:23:44.253105 UTC","2","Lemke, Bernhard and Batz Co No 327","active"
"2656","2022-11-15 22:23:45.503659 UTC","2022-11-15 22:23:45.503659 UTC","5","Cruickshank-Stracke Co No 333","active"
"2657","2022-11-15 22:23:45.671138 UTC","2022-11-15 22:23:45.671138 UTC","3","Emmerich-Schultz Co No 334","active"
"2679","2022-11-15 22:23:49.344104 UTC","2022-11-15 22:23:49.344104 UTC","5","Tremblay-Howe Co No 356","active"
"2689","2022-11-15 22:23:50.955516 UTC","2022-11-15 22:23:50.955516 UTC","3","Erdman, Raynor and Daugherty Co No 366","active"
"2690","2022-11-15 22:23:51.137582 UTC","2022-11-15 22:23:51.137582 UTC","4","Block, Moen and Osinski Co No 367","active"
"2694","2022-11-15 22:23:51.798004 UTC","2022-11-15 22:23:51.798004 UTC","3","Crist-Fritsch Co No 371","active"
"2698","2022-11-15 22:23:52.439079 UTC","2022-11-15 22:23:52.439079 UTC","7","Beatty, Murphy and Schiller Co No 375","active"
"2699","2022-11-15 22:23:52.601153 UTC","2022-11-15 22:23:52.601153 UTC","3","Gibson-Rohan Co No 376","active"
"2706","2022-11-15 22:23:53.728956 UTC","2022-11-15 22:23:53.728956 UTC","4","Schowalter Group Co No 383","active"
"2721","2022-11-15 22:23:56.201756 UTC","2022-11-15 22:23:56.201756 UTC","4","Mills, Flatley and Dietrich Co No 398","active"
"2742","2022-11-15 22:23:59.582038 UTC","2022-11-15 22:23:59.582038 UTC","7","Jacobson LLC Co No 419","active"
"2743","2022-11-15 22:23:59.793377 UTC","2022-11-15 22:23:59.793377 UTC","5","Rolfson-Stroman Co No 420","active"
"2755","2022-11-15 22:24:04.306628 UTC","2022-11-15 22:24:04.306628 UTC","5","Rodriguez, Satterfield and Ratke Co No 432","active"
"2785","2022-11-15 22:24:09.617449 UTC","2022-11-15 22:24:09.617449 UTC","3","Runolfsson-Terry Co No 462","active"
"2792","2022-11-15 22:24:10.771358 UTC","2022-11-15 22:24:10.771358 UTC","4","Goldner, Klein and Boehm Co No 469","active"
"2799","2022-11-15 22:24:11.922754 UTC","2022-11-15 22:24:11.922754 UTC","2","Hansen, Carroll and Mante Co No 476","active"
"2804","2022-11-15 22:24:12.790532 UTC","2022-11-15 22:24:12.790532 UTC","7","Zieme, Dooley and Reichel Co No 481","active"
