"id","acquirer_id","name","state","created_at","updated_at"
"4301","3","Schinner Group Co No 1978","active","2022-11-15 22:28:39.622796 UTC","2022-11-15 22:28:39.622796 UTC"
"4312","5","Morar, Frami and White Co No 1989","active","2022-11-15 22:28:41.416011 UTC","2022-11-15 22:28:41.416011 UTC"
"4361","7","Kassulke, Heathcote and Hagenes Co No 2038","active","2022-11-15 22:28:50.485871 UTC","2022-11-15 22:28:50.485871 UTC"
"4345","1","Bergstrom Inc Co No 2022","active","2022-11-15 22:28:47.691657 UTC","2022-11-15 22:28:47.691657 UTC"
"4350","5","Schmidt-Lindgren Co No 2027","active","2022-11-15 22:28:48.576073 UTC","2022-11-15 22:28:48.576073 UTC"
"4354","5","Osinski LLC Co No 2031","active","2022-11-15 22:28:49.258554 UTC","2022-11-15 22:28:49.258554 UTC"
"4358","7","Thiel and Sons Co No 2035","active","2022-11-15 22:28:49.942940 UTC","2022-11-15 22:28:49.942940 UTC"
"4360","1","Ward, O'Conner and Schroeder Co No 2037","active","2022-11-15 22:28:50.311118 UTC","2022-11-15 22:28:50.311118 UTC"
"4371","3","Carroll and Sons Co No 2048","active","2022-11-15 22:28:52.250066 UTC","2022-11-15 22:28:52.250066 UTC"
"4407","3","Mills Group Co No 2084","active","2022-11-15 22:28:58.432967 UTC","2022-11-15 22:28:58.432967 UTC"
"4434","6","Goodwin, Nader and Carter Co No 2111","active","2022-11-15 22:29:05.501252 UTC","2022-11-15 22:29:05.501252 UTC"
"4458","2","Heidenreich-Metz Co No 2135","active","2022-11-15 22:29:09.557802 UTC","2022-11-15 22:29:09.557802 UTC"
"4475","6","Bogan Group Co No 2152","active","2022-11-15 22:29:12.390534 UTC","2022-11-15 22:29:12.390534 UTC"
"4502","7","Jakubowski-Hammes Co No 2179","active","2022-11-15 22:29:17.044883 UTC","2022-11-15 22:29:17.044883 UTC"
"4552","6","Jerde, Cruickshank and Lehner Co No 2229","active","2022-11-15 22:29:25.705464 UTC","2022-11-15 22:29:25.705464 UTC"
"4560","7","Cole, Leffler and Cremin Co No 2237","active","2022-11-15 22:29:27.051682 UTC","2022-11-15 22:29:27.051682 UTC"
"4572","4","Simonis, Cummings and Schmeler Co No 2249","active","2022-11-15 22:29:29.070134 UTC","2022-11-15 22:29:29.070134 UTC"
"4579","6","Emmerich-Williamson Co No 2256","active","2022-11-15 22:29:30.492100 UTC","2022-11-15 22:29:30.492100 UTC"
"4587","2","Okuneva-O'Kon Co No 2264","active","2022-11-15 22:29:32.076167 UTC","2022-11-15 22:29:32.076167 UTC"
"4603","7","Hilll-Bradtke Co No 2280","active","2022-11-15 22:29:35.023790 UTC","2022-11-15 22:29:35.023790 UTC"
"4641","7","Willms, Kreiger and Weissnat Co No 2318","active","2022-11-15 22:29:41.732853 UTC","2022-11-15 22:29:41.732853 UTC"
"4642","3","Russel-Hauck Co No 2319","active","2022-11-15 22:29:41.897318 UTC","2022-11-15 22:29:41.897318 UTC"
"4671","3","Roob, Carroll and Klocko Co No 2348","active","2022-11-15 22:29:47.182943 UTC","2022-11-15 22:29:47.182943 UTC"
"4688","3","Ward, O'Conner and Schroeder Co No 2365","active","2022-11-15 22:29:49.958786 UTC","2022-11-15 22:29:49.958786 UTC"
"4711","7","Denesik-Schinner Co No 2388","active","2022-11-15 22:29:53.776818 UTC","2022-11-15 22:29:53.776818 UTC"
"4715","5","Rath-Miller Co No 2392","active","2022-11-15 22:29:54.498956 UTC","2022-11-15 22:29:54.498956 UTC"
"4744","7","Steuber, Kuhlman and Schuster Co No 2421","active","2022-11-15 22:29:59.113231 UTC","2022-11-15 22:29:59.113231 UTC"
"4747","5","Klein-Wolf Co No 2424","active","2022-11-15 22:29:59.597007 UTC","2022-11-15 22:29:59.597007 UTC"
"423","7","Abshire-Romaguera Co No 137","active","2022-11-15 22:07:57.486658 UTC","2022-11-15 22:07:57.486658 UTC"
"454","8","Wolff and Sons Co No 168","active","2022-11-15 22:08:04.438583 UTC","2022-11-15 22:08:04.438583 UTC"
"563","7","Beahan, Ledner and Spinka Co No 277","active","2022-11-15 22:08:22.570138 UTC","2022-11-15 22:08:22.570138 UTC"
"677","2","Bashirian-Goldner Co No 391","active","2022-11-15 22:08:41.645174 UTC","2022-11-15 22:08:41.645174 UTC"
"1","2","LHV Merchant","active","2014-05-28 11:51:36.416713 UTC","2025-01-17 08:19:53.499678 UTC"
"1855","1","Mante, Reynolds and Muller Co No 1569","active","2022-11-15 22:12:10.422608 UTC","2022-11-15 22:12:10.422608 UTC"
"1857","8","Bayer-Ruecker Co No 1571","active","2022-11-15 22:12:10.761889 UTC","2022-11-15 22:12:10.761889 UTC"
"222","1","Katerina SEB test","active","2021-06-30 09:58:33.068175 UTC","2021-12-29 10:00:19.932336 UTC"
"3852","1","Bartoletti, Medhurst and Yost Co No 1529","active","2022-11-15 22:27:19.568503 UTC","2022-11-15 22:27:19.568503 UTC"
"4853","2","Riho 223","active","2024-03-20 10:46:32.225977 UTC","2024-03-20 10:46:32.246769 UTC"
"4857","2","Riho 226","active","2024-04-03 08:59:16.345586 UTC","2024-04-03 08:59:16.370109 UTC"
"982","1","Runolfsson LLC Co No 696","active","2022-11-15 22:09:35.945052 UTC","2022-11-15 22:09:35.945052 UTC"
"294","1","Cremin, Stark and Parisian Co No 8","active","2022-11-15 22:07:36.336162 UTC","2022-11-15 22:07:36.336162 UTC"
"1011","9","Feest-Walker Co No 725","active","2022-11-15 22:09:40.773360 UTC","2022-11-15 22:09:40.773360 UTC"
"310","1","Schinner, Christiansen and Nitzsche Co No 24","active","2022-11-15 22:07:38.881602 UTC","2022-11-15 22:07:38.881602 UTC"
"852","4","Cummings-Ziemann Co No 566","active","2022-11-15 22:09:13.598082 UTC","2022-11-15 22:09:13.598082 UTC"
"317","1","Ryan and Sons Co No 31","active","2022-11-15 22:07:40.073648 UTC","2022-11-15 22:07:40.073648 UTC"
"336","5","DuBuque and Sons Co No 50","active","2022-11-15 22:07:43.035782 UTC","2022-11-15 22:07:43.035782 UTC"
"855","5","Orn, O'Connell and Gulgowski Co No 569","active","2022-11-15 22:09:14.108636 UTC","2022-11-15 22:09:14.108636 UTC"
"355","8","Wiegand, Walsh and Kemmer Co No 69","active","2022-11-15 22:07:46.475860 UTC","2022-11-15 22:07:46.475860 UTC"
"360","7","Gaylord-Kessler Co No 74","active","2022-11-15 22:07:47.285651 UTC","2022-11-15 22:07:47.285651 UTC"
"236","2","Lia test LHV AFD kaupmees","active","2021-09-30 10:16:05.944662 UTC","2021-12-29 10:00:23.699978 UTC"
"412","7","Wiegand-Dickens Co No 126","active","2022-11-15 22:07:55.703262 UTC","2022-11-15 22:07:55.703262 UTC"
"993","2","Boyle and Sons Co No 707","active","2022-11-15 22:09:37.750359 UTC","2022-11-15 22:09:37.750359 UTC"
"438","5","Brekke-Heaney Co No 152","active","2022-11-15 22:07:59.818582 UTC","2022-11-15 22:07:59.818582 UTC"
"443","7","O'Reilly-King Co No 157","active","2022-11-15 22:08:00.811742 UTC","2022-11-15 22:08:00.811742 UTC"
"449","1","Tremblay-Upton Co No 163","active","2022-11-15 22:08:02.873592 UTC","2022-11-15 22:08:02.873592 UTC"
"3562","2","Kemmer Inc Co No 1239","active","2022-11-15 22:26:28.231254 UTC","2022-11-15 22:26:28.231254 UTC"
"3586","2","Pollich-Kris Co No 1263","active","2022-11-15 22:26:32.471064 UTC","2022-11-15 22:26:32.471064 UTC"
"3652","4","Okuneva, Kozey and Runte Co No 1329","active","2022-11-15 22:26:43.221127 UTC","2022-11-15 22:26:43.221127 UTC"
"3657","4","Zemlak, Morissette and Murazik Co No 1334","active","2022-11-15 22:26:44.029963 UTC","2022-11-15 22:26:44.029963 UTC"
"3676","1","Rempel and Sons Co No 1353","active","2022-11-15 22:26:47.499988 UTC","2022-11-15 22:26:47.499988 UTC"
"3686","7","Schamberger, Koss and Pagac Co No 1363","active","2022-11-15 22:26:49.213043 UTC","2022-11-15 22:26:49.213043 UTC"
"3719","2","Greenfelder LLC Co No 1396","active","2022-11-15 22:26:54.723748 UTC","2022-11-15 22:26:54.723748 UTC"
"3720","5","Spencer Inc Co No 1397","active","2022-11-15 22:26:54.905922 UTC","2022-11-15 22:26:54.905922 UTC"
"3723","4","Kulas Inc Co No 1400","active","2022-11-15 22:26:55.443954 UTC","2022-11-15 22:26:55.443954 UTC"
"3737","2","Raynor Inc Co No 1414","active","2022-11-15 22:26:57.725044 UTC","2022-11-15 22:26:57.725044 UTC"
"3753","6","Feest-Hermiston Co No 1430","active","2022-11-15 22:27:00.504592 UTC","2022-11-15 22:27:00.504592 UTC"
"3769","4","Schmidt, Balistreri and Emmerich Co No 1446","active","2022-11-15 22:27:05.091313 UTC","2022-11-15 22:27:05.091313 UTC"
"3800","5","Howell, Hayes and Douglas Co No 1477","active","2022-11-15 22:27:10.339821 UTC","2022-11-15 22:27:10.339821 UTC"
"3844","2","Romaguera, Abshire and Bartell Co No 1521","active","2022-11-15 22:27:18.094666 UTC","2022-11-15 22:27:18.094666 UTC"
"3848","6","Little-Adams Co No 1525","active","2022-11-15 22:27:18.880141 UTC","2022-11-15 22:27:18.880141 UTC"
"3857","7","Schuppe LLC Co No 1534","active","2022-11-15 22:27:20.468094 UTC","2022-11-15 22:27:20.468094 UTC"
"3863","1","Boehm and Sons Co No 1540","active","2022-11-15 22:27:21.549848 UTC","2022-11-15 22:27:21.549848 UTC"
"3866","4","Hayes-Schmidt Co No 1543","active","2022-11-15 22:27:22.059915 UTC","2022-11-15 22:27:22.059915 UTC"
"3884","2","Lemke-Adams Co No 1561","active","2022-11-15 22:27:25.218150 UTC","2022-11-15 22:27:25.218150 UTC"
"3888","5","Botsford Group Co No 1565","active","2022-11-15 22:27:25.900316 UTC","2022-11-15 22:27:25.900316 UTC"
"3889","1","Hilll, Gibson and Kautzer Co No 1566","active","2022-11-15 22:27:26.070644 UTC","2022-11-15 22:27:26.070644 UTC"
"3904","7","Kuphal and Sons Co No 1581","active","2022-11-15 22:27:28.605908 UTC","2022-11-15 22:27:28.605908 UTC"
"3926","3","Nienow Group Co No 1603","active","2022-11-15 22:27:32.699111 UTC","2022-11-15 22:27:32.699111 UTC"
"3939","3","Fritsch-Spencer Co No 1616","active","2022-11-15 22:27:34.951171 UTC","2022-11-15 22:27:34.951171 UTC"
"3952","2","Zboncak-Lebsack Co No 1629","active","2022-11-15 22:27:37.178658 UTC","2022-11-15 22:27:37.178658 UTC"
"3959","2","Jaskolski LLC Co No 1636","active","2022-11-15 22:27:38.325167 UTC","2022-11-15 22:27:38.325167 UTC"
"4008","6","Gleichner-Koepp Co No 1685","active","2022-11-15 22:27:47.065000 UTC","2022-11-15 22:27:47.065000 UTC"
"4011","3","Crist-Cremin Co No 1688","active","2022-11-15 22:27:47.546472 UTC","2022-11-15 22:27:47.546472 UTC"
"4012","5","Quitzon-Beier Co No 1689","active","2022-11-15 22:27:47.704467 UTC","2022-11-15 22:27:47.704467 UTC"
"4025","2","Bauch Group Co No 1702","active","2022-11-15 22:27:49.922019 UTC","2022-11-15 22:27:49.922019 UTC"
"4034","4","Nicolas, O'Kon and Klocko Co No 1711","active","2022-11-15 22:27:51.497560 UTC","2022-11-15 22:27:51.497560 UTC"
"4044","3","Hammes-Hegmann Co No 1721","active","2022-11-15 22:27:53.211961 UTC","2022-11-15 22:27:53.211961 UTC"
"4049","6","Heidenreich, McLaughlin and Tillman Co No 1726","active","2022-11-15 22:27:54.318011 UTC","2022-11-15 22:27:54.318011 UTC"
"4050","7","Jaskolski, Wyman and Renner Co No 1727","active","2022-11-15 22:27:54.488347 UTC","2022-11-15 22:27:54.488347 UTC"
"4063","5","Leuschke and Sons Co No 1740","active","2022-11-15 22:27:56.812487 UTC","2022-11-15 22:27:56.812487 UTC"
"4067","3","Crist-Cremin Co No 1744","active","2022-11-15 22:27:57.514843 UTC","2022-11-15 22:27:57.514843 UTC"
"4069","2","Miller and Sons Co No 1746","active","2022-11-15 22:27:57.857697 UTC","2022-11-15 22:27:57.857697 UTC"
"4071","1","Rippin Group Co No 1748","active","2022-11-15 22:27:58.205072 UTC","2022-11-15 22:27:58.205072 UTC"
"4121","6","Veum, Lang and Thiel Co No 1798","active","2022-11-15 22:28:08.848957 UTC","2022-11-15 22:28:08.848957 UTC"
"4138","7","Klein-MacGyver Co No 1815","active","2022-11-15 22:28:11.762498 UTC","2022-11-15 22:28:11.762498 UTC"
"4158","7","Boehm-Ondricka Co No 1835","active","2022-11-15 22:28:15.245676 UTC","2022-11-15 22:28:15.245676 UTC"
"4189","7","Bailey-Luettgen Co No 1866","active","2022-11-15 22:28:20.558814 UTC","2022-11-15 22:28:20.558814 UTC"
"4199","7","Koepp, Padberg and Jacobson Co No 1876","active","2022-11-15 22:28:22.237237 UTC","2022-11-15 22:28:22.237237 UTC"
"4222","5","Senger-O'Keefe Co No 1899","active","2022-11-15 22:28:26.078113 UTC","2022-11-15 22:28:26.078113 UTC"
"4241","6","King, Ledner and Dickinson Co No 1918","active","2022-11-15 22:28:29.204769 UTC","2022-11-15 22:28:29.204769 UTC"
"4261","3","Grady-Hermiston Co No 1938","active","2022-11-15 22:28:32.934649 UTC","2022-11-15 22:28:32.934649 UTC"
"4269","7","Stehr Group Co No 1946","active","2022-11-15 22:28:34.298115 UTC","2022-11-15 22:28:34.298115 UTC"
"4304","1","Sipes Group Co No 1981","active","2022-11-15 22:28:40.149012 UTC","2022-11-15 22:28:40.149012 UTC"
"4314","3","Heaney-Gaylord Co No 1991","active","2022-11-15 22:28:41.742303 UTC","2022-11-15 22:28:41.742303 UTC"
"4328","2","Smitham, Moore and Johnston Co No 2005","active","2022-11-15 22:28:44.062177 UTC","2022-11-15 22:28:44.062177 UTC"
"4329","3","Parisian Inc Co No 2006","active","2022-11-15 22:28:44.225386 UTC","2022-11-15 22:28:44.225386 UTC"
"4351","1","Haag, Abshire and Schmidt Co No 2028","active","2022-11-15 22:28:48.752855 UTC","2022-11-15 22:28:48.752855 UTC"
"4381","2","Feil Inc Co No 2058","active","2022-11-15 22:28:53.987475 UTC","2022-11-15 22:28:53.987475 UTC"
"4385","3","Kub LLC Co No 2062","active","2022-11-15 22:28:54.710053 UTC","2022-11-15 22:28:54.710053 UTC"
"4390","5","Senger Group Co No 2067","active","2022-11-15 22:28:55.598655 UTC","2022-11-15 22:28:55.598655 UTC"
"4398","3","Carter, Sporer and Grady Co No 2075","active","2022-11-15 22:28:56.921673 UTC","2022-11-15 22:28:56.921673 UTC"
"4401","3","Keebler LLC Co No 2078","active","2022-11-15 22:28:57.446239 UTC","2022-11-15 22:28:57.446239 UTC"
"4409","7","Stracke-Boyer Co No 2086","active","2022-11-15 22:28:58.759822 UTC","2022-11-15 22:28:58.759822 UTC"
"4419","7","Tillman-Smitham Co No 2096","active","2022-11-15 22:29:00.712279 UTC","2022-11-15 22:29:00.712279 UTC"
"4420","6","Boyer, Yundt and Tillman Co No 2097","active","2022-11-15 22:29:00.885091 UTC","2022-11-15 22:29:00.885091 UTC"
"4433","1","Raynor and Sons Co No 2110","active","2022-11-15 22:29:05.335443 UTC","2022-11-15 22:29:05.335443 UTC"
"4435","5","Jacobson-Murazik Co No 2112","active","2022-11-15 22:29:05.665337 UTC","2022-11-15 22:29:05.665337 UTC"
"4448","6","Christiansen and Sons Co No 2125","active","2022-11-15 22:29:07.821137 UTC","2022-11-15 22:29:07.821137 UTC"
"4449","2","Runolfsdottir, Senger and Mraz Co No 2126","active","2022-11-15 22:29:07.983214 UTC","2022-11-15 22:29:07.983214 UTC"
"4481","2","Trantow and Sons Co No 2158","active","2022-11-15 22:29:13.332034 UTC","2022-11-15 22:29:13.332034 UTC"
"4494","2","White LLC Co No 2171","active","2022-11-15 22:29:15.694159 UTC","2022-11-15 22:29:15.694159 UTC"
"4526","2","Flatley-Armstrong Co No 2203","active","2022-11-15 22:29:21.298874 UTC","2022-11-15 22:29:21.298874 UTC"
"4542","1","Sporer-Schaefer Co No 2219","active","2022-11-15 22:29:23.957757 UTC","2022-11-15 22:29:23.957757 UTC"
"4548","7","Kuvalis LLC Co No 2225","active","2022-11-15 22:29:25.044747 UTC","2022-11-15 22:29:25.044747 UTC"
"4566","2","Bartell and Sons Co No 2243","active","2022-11-15 22:29:28.071969 UTC","2022-11-15 22:29:28.071969 UTC"
"4578","7","Ullrich-Daniel Co No 2255","active","2022-11-15 22:29:30.288966 UTC","2022-11-15 22:29:30.288966 UTC"
"4597","4","Hayes-Schmidt Co No 2274","active","2022-11-15 22:29:33.910549 UTC","2022-11-15 22:29:33.910549 UTC"
"4601","3","Kemmer-O'Kon Co No 2278","active","2022-11-15 22:29:34.621262 UTC","2022-11-15 22:29:34.621262 UTC"
"4612","4","Emard LLC Co No 2289","active","2022-11-15 22:29:36.860529 UTC","2022-11-15 22:29:36.860529 UTC"
"4616","3","Veum, Romaguera and Emmerich Co No 2293","active","2022-11-15 22:29:37.507256 UTC","2022-11-15 22:29:37.507256 UTC"
"4649","2","Barrows Group Co No 2326","active","2022-11-15 22:29:43.056342 UTC","2022-11-15 22:29:43.056342 UTC"
"4650","6","Pfeffer Group Co No 2327","active","2022-11-15 22:29:43.205358 UTC","2022-11-15 22:29:43.205358 UTC"
"4668","2","Adams-Kuhn Co No 2345","active","2022-11-15 22:29:46.698841 UTC","2022-11-15 22:29:46.698841 UTC"
"4685","6","Mueller-Hamill Co No 2362","active","2022-11-15 22:29:49.474735 UTC","2022-11-15 22:29:49.474735 UTC"
"4692","7","Thiel-Volkman Co No 2369","active","2022-11-15 22:29:50.639466 UTC","2022-11-15 22:29:50.639466 UTC"
"4727","6","Cruickshank-Mills Co No 2404","active","2022-11-15 22:29:56.434481 UTC","2022-11-15 22:29:56.434481 UTC"
"4730","5","Farrell, Anderson and Barrows Co No 2407","active","2022-11-15 22:29:56.893749 UTC","2022-11-15 22:29:56.893749 UTC"
"4770","4","Stamm-Hodkiewicz Co No 2447","active","2022-11-15 22:30:06.622023 UTC","2022-11-15 22:30:06.622023 UTC"
"4777","1","Jaskolski, Stehr and Rosenbaum Co No 2454","active","2022-11-15 22:30:07.898776 UTC","2022-11-15 22:30:07.898776 UTC"
"4783","3","Witting, Hamill and Kling Co No 2460","active","2022-11-15 22:30:08.987983 UTC","2022-11-15 22:30:08.987983 UTC"
"4811","2","Bartell Inc Co No 2488","active","2022-11-15 22:30:13.839795 UTC","2022-11-15 22:30:13.839795 UTC"
"4812","7","Jast-Kub Co No 2489","active","2022-11-15 22:30:13.996206 UTC","2022-11-15 22:30:13.996206 UTC"
"159","2","Apollo Kino OÜ","active","2020-05-11 13:35:07.610436 UTC","2022-07-13 09:28:18.799355 UTC"
"406","8","Steuber, Kuhlman and Schuster Co No 120","active","2022-11-15 22:07:54.692089 UTC","2022-11-15 22:07:54.692089 UTC"
"452","8","Feil-Wunsch Co No 166","active","2022-11-15 22:08:04.039517 UTC","2022-11-15 22:08:04.039517 UTC"
"3968","3","Armstrong Inc Co No 1645","active","2022-11-15 22:27:39.806886 UTC","2022-11-15 22:27:39.806886 UTC"
"214","3","Riho 10 SwedBank","active","2021-04-30 08:48:01.475128 UTC","2021-12-29 10:00:23.152429 UTC"
"634","3","Zemlak-Dach Co No 348","active","2022-11-15 22:08:34.496600 UTC","2022-11-15 22:08:34.496600 UTC"
"736","4","Medhurst, Goldner and Reynolds Co No 450","active","2022-11-15 22:08:51.701694 UTC","2022-11-15 22:08:51.701694 UTC"
"794","6","Grady-Schroeder Co No 508","active","2022-11-15 22:09:02.209929 UTC","2022-11-15 22:09:02.209929 UTC"
"2017","1","Steuber, Kuhlman and Schuster Co No 1731","active","2022-11-15 22:12:38.246086 UTC","2022-11-15 22:12:38.246086 UTC"
"172","6","Modirum Test Swed LV","active","2020-07-06 18:34:41.581183 UTC","2021-12-29 10:00:28.304975 UTC"
"2245","2","Brown-Hammes Co No 1959","active","2022-11-15 22:13:20.321526 UTC","2022-11-15 22:13:20.321526 UTC"
"2711","7","Osinski-Stracke Co No 388","active","2022-11-15 22:23:54.580557 UTC","2022-11-15 22:23:54.580557 UTC"
"19","2","EveryPay automated tests","active","2015-07-09 11:45:15.622566 UTC","2021-12-29 10:00:21.488168 UTC"
"3461","1","Zemlak-Kris Co No 1138","active","2022-11-15 22:26:11.464628 UTC","2022-11-15 22:26:11.464628 UTC"
"3690","4","Fay Inc Co No 1367","active","2022-11-15 22:26:49.859225 UTC","2022-11-15 22:26:49.859225 UTC"
"4015","5","Hane, Wyman and Kuhic Co No 1692","active","2022-11-15 22:27:48.247620 UTC","2022-11-15 22:27:48.247620 UTC"
"4024","4","Gottlieb-Pfannerstill Co No 1701","active","2022-11-15 22:27:49.750080 UTC","2022-11-15 22:27:49.750080 UTC"
"4310","3","Blanda-Dooley Co No 1987","active","2022-11-15 22:28:41.090447 UTC","2022-11-15 22:28:41.090447 UTC"
"4032","2","Nienow Group Co No 1709","active","2022-11-15 22:27:51.126219 UTC","2022-11-15 22:27:51.126219 UTC"
"4436","6","Thiel-Schmeler Co No 2113","active","2022-11-15 22:29:05.822770 UTC","2022-11-15 22:29:05.822770 UTC"
"4819","5","Hyatt-Jones Co No 2496","active","2022-11-15 22:30:15.333581 UTC","2022-11-15 22:30:15.333581 UTC"
"5095","2","Napu Puhkemaja OÜ","active","2025-05-09 08:19:19.994562 UTC","2025-05-09 08:20:09.751344 UTC"
"458","3","Gleichner-Ferry Co No 172","active","2022-11-15 22:08:05.152732 UTC","2022-11-15 22:08:05.152732 UTC"
"462","5","Ledner, Pfannerstill and Carroll Co No 176","active","2022-11-15 22:08:05.809029 UTC","2022-11-15 22:08:05.809029 UTC"
"208","3","FirstPaymentTest","active","2021-03-04 12:24:31.189005 UTC","2021-12-29 10:00:23.424134 UTC"
"485","4","Schulist-Price Co No 199","active","2022-11-15 22:08:09.805728 UTC","2022-11-15 22:08:09.805728 UTC"
"488","3","Tillman Group Co No 202","active","2022-11-15 22:08:10.326552 UTC","2022-11-15 22:08:10.326552 UTC"
"501","5","Gutkowski-Klocko Co No 215","active","2022-11-15 22:08:12.424307 UTC","2022-11-15 22:08:12.424307 UTC"
"11","2","sf sdfsd","suspended","2014-11-12 14:25:19.542494 UTC","2021-12-29 10:00:25.733743 UTC"
"123","4","AFD Test","active","2019-10-06 13:03:10.784367 UTC","2021-12-29 10:00:25.689686 UTC"
"55","2","Test fraud blacklist values","active","2017-06-09 05:24:38.261786 UTC","2021-12-29 10:00:25.966317 UTC"
"540","8","Marvin Inc Co No 254","active","2022-11-15 22:08:18.911214 UTC","2022-11-15 22:08:18.911214 UTC"
"546","7","Spinka, Walsh and Jaskolski Co No 260","active","2022-11-15 22:08:19.843311 UTC","2022-11-15 22:08:19.843311 UTC"
"557","6","Metz, West and Kautzer Co No 271","active","2022-11-15 22:08:21.649194 UTC","2022-11-15 22:08:21.649194 UTC"
"570","8","Ebert and Sons Co No 284","active","2022-11-15 22:08:23.649792 UTC","2022-11-15 22:08:23.649792 UTC"
"571","1","Satterfield, Waters and Cruickshank Co No 285","active","2022-11-15 22:08:23.802619 UTC","2022-11-15 22:08:23.802619 UTC"
"601","4","Lubowitz, Olson and Boyer Co No 315","active","2022-11-15 22:08:28.803123 UTC","2022-11-15 22:08:28.803123 UTC"
"611","4","Kozey-Fadel Co No 325","active","2022-11-15 22:08:30.664960 UTC","2022-11-15 22:08:30.664960 UTC"
"626","1","Beatty-Streich Co No 340","active","2022-11-15 22:08:33.128230 UTC","2022-11-15 22:08:33.128230 UTC"
"644","1","Weissnat-Corkery Co No 358","active","2022-11-15 22:08:36.201225 UTC","2022-11-15 22:08:36.201225 UTC"
"658","5","Medhurst and Sons Co No 372","active","2022-11-15 22:08:38.474842 UTC","2022-11-15 22:08:38.474842 UTC"
"659","5","Price-Lind Co No 373","active","2022-11-15 22:08:38.629618 UTC","2022-11-15 22:08:38.629618 UTC"
"681","5","Hamill Inc Co No 395","active","2022-11-15 22:08:42.366021 UTC","2022-11-15 22:08:42.366021 UTC"
"691","6","Bailey LLC Co No 405","active","2022-11-15 22:08:43.946707 UTC","2022-11-15 22:08:43.946707 UTC"
"699","1","Boyle, Thiel and McGlynn Co No 413","active","2022-11-15 22:08:45.543187 UTC","2022-11-15 22:08:45.543187 UTC"
"711","7","Rippin Inc Co No 425","active","2022-11-15 22:08:47.596631 UTC","2022-11-15 22:08:47.596631 UTC"
"713","6","Wilkinson Inc Co No 427","active","2022-11-15 22:08:47.910723 UTC","2022-11-15 22:08:47.910723 UTC"
"82","2","Kaupmees OÜ","active","2018-04-13 11:27:41.081354 UTC","2021-06-03 10:51:18.491585 UTC"
"909","3","Reichert-Homenick Co No 623","active","2022-11-15 22:09:23.311524 UTC","2022-11-15 22:09:23.311524 UTC"
"772","5","Konopelski-Leuschke Co No 486","active","2022-11-15 22:08:57.536862 UTC","2022-11-15 22:08:57.536862 UTC"
"776","2","Aufderhar-Botsford Co No 490","active","2022-11-15 22:08:58.171336 UTC","2022-11-15 22:08:58.171336 UTC"
"778","5","Harber, Nikolaus and Labadie Co No 492","active","2022-11-15 22:08:58.485935 UTC","2022-11-15 22:08:58.485935 UTC"
"789","7","Hettinger-Kozey Co No 503","active","2022-11-15 22:09:00.564011 UTC","2022-11-15 22:09:00.564011 UTC"
"800","9","Daugherty-O'Kon Co No 514","active","2022-11-15 22:09:04.678275 UTC","2022-11-15 22:09:04.678275 UTC"
"2081","1","Dickens-O'Connell Co No 1795","active","2022-11-15 22:12:49.056053 UTC","2022-11-15 22:12:49.056053 UTC"
"2086","1","Bayer, Lehner and Kunze Co No 1800","active","2022-11-15 22:12:49.833919 UTC","2022-11-15 22:12:49.833919 UTC"
"2096","2","White Group Co No 1810","active","2022-11-15 22:12:51.494545 UTC","2022-11-15 22:12:51.494545 UTC"
"2103","8","Weimann Inc Co No 1817","active","2022-11-15 22:12:52.597450 UTC","2022-11-15 22:12:52.597450 UTC"
"2109","7","Smith-Stokes Co No 1823","active","2022-11-15 22:12:53.546717 UTC","2022-11-15 22:12:53.546717 UTC"
"2138","7","Koepp-Lesch Co No 1852","active","2022-11-15 22:12:58.338991 UTC","2022-11-15 22:12:58.338991 UTC"
"2235","5","VonRueden LLC Co No 1949","active","2022-11-15 22:13:18.577338 UTC","2022-11-15 22:13:18.577338 UTC"
"2252","1","Ratke-Towne Co No 1966","active","2022-11-15 22:13:21.510164 UTC","2022-11-15 22:13:21.510164 UTC"
"2275","5","Rogahn, Hayes and Lubowitz Co No 1989","active","2022-11-15 22:13:25.323913 UTC","2022-11-15 22:13:25.323913 UTC"
"2310","3","Gerlach-Champlin Co No 2024","active","2022-11-15 22:13:31.268290 UTC","2022-11-15 22:13:31.268290 UTC"
"2317","8","Goodwin Inc Co No 2031","active","2022-11-15 22:13:32.391568 UTC","2022-11-15 22:13:32.391568 UTC"
"2357","5","Kuhic, MacGyver and Haag Co No 34","active","2022-11-15 22:22:54.156302 UTC","2022-11-15 22:22:54.156302 UTC"
"2365","7","Cassin-Brown Co No 42","active","2022-11-15 22:22:55.521582 UTC","2022-11-15 22:22:55.521582 UTC"
"2411","5","Flatley-Wehner Co No 88","active","2022-11-15 22:23:04.995335 UTC","2022-11-15 22:23:04.995335 UTC"
"2426","5","Pfeffer, Schuster and Wolff Co No 103","active","2022-11-15 22:23:07.534830 UTC","2022-11-15 22:23:07.534830 UTC"
"2488","7","Shanahan-Ward Co No 165","active","2022-11-15 22:23:17.707230 UTC","2022-11-15 22:23:17.707230 UTC"
"2528","6","Rau and Sons Co No 205","active","2022-11-15 22:23:24.334698 UTC","2022-11-15 22:23:24.334698 UTC"
"2586","4","Daugherty, Kessler and O'Conner Co No 263","active","2022-11-15 22:23:34.008489 UTC","2022-11-15 22:23:34.008489 UTC"
